# De Novo Monomer Dataset compiled by Daniel Peñas-Utrilla and Enrique Marcos (July 2022)

# Designs were collected from the following references:

# id Reference
#-------------------------------------------------------------
#  1  Koga N et al.,Nature(2012). doi:10.1038/nature11600 
#  2  Lin YR et al.,PNAS(2015). doi: 10.1073/pnas.1509508112
#  3  Brunette TJ et al.,Nature(2015). doi:10.1038/nature16162
#  4  Doyle L et al.,Nature(2015). doi:10.1038/nature16191
#  5  Marcos E et al.,Science(2017). doi:10.1126/science.aah7389
#  6  Dou J et al.,Nature(2018). doi:10.1038/s41586-018-0509-0
#  7  Marcos E et al.,Nat.Struct.Mol.Biol.(2018). doi:10.1038/s41594-018-0141-6
#  8  Basanta B et al.,PNAS(2020). doi:10.1073/pnas.2005412117
#  9  Pan X et al.,Science(2020). doi:10.1126/science.abc0881
# 10  Minami S et al.,Biorxiv(2021). doi:10.1101/2021.08.06.455475
# 11  Chidyausiku TM et al.,Biorxiv(2021). doi:10.1101/2021.12.20.472081
# 12  Kuhlman B et al.,Science(2003). doi:10.1126/science.1089427
# 13  Huang PS et al.,Nat.Chem.Biol.(2016). doi:10.1038/nchembio.1966
# 13  Rocklin GJ et al.,Science(2017). doi:10.1126/science.aan0693

# the pdb field below corresponds to the name of the design as reported in the corresponding reference plus a ".0" or ".1" suffix if the design was considered unsuccessful or successful, respectively.
# succesful designs were those reported to be predominantly monomeric by SEC-MALS and had a circular dichroism spectra compatible with the design structure

pdb,median_plddt_CF,median_min_plddt_CF,median_res_plddt75_CF,median_rmsd_intra,median_rmsd_alone,median_inter_nres,max_inter_nres,median_buried_hydrophobic_surface,median_ddg,median_sasa_interface,median_monomer_hpatch,median_monomer_sap_score,median_total_score_monomer_relax,graph_solubility,Soluprot_solubility,net_charge72,median_plddt,plddt_bm,plddt_wm,min_plddt_bm,median_%_res_plddt_upper75,median_q_score,q_score_bm,q_score_wm,median_CA_rms,mean_CA_rms_bm,max_CA_rms_bm,mean_CA_rms_wm,median_%_res_CA_rms_low15,perc_low_rms,tot_exp,maxrmsd,maxavg,av_all_low3_rms,hpatch_monomer,SAP_monomer,total_score_monomer,monomer,reference_id
NF4-06.1,84.04,67.8,93.52,0.12,0.36,0.0,7,134.62,-2.52,42.79,2.8,26.04,-7.36,0.687,0.9024,-2.32,86.74,88.32,84.08,76.08,95.5,0.89,0.89,0.87,0.83,0.82,1.39,0.95,95.5,85.2,80148.5,1.76,3.18,0.29,1.76,32.43,-3.88,1,10
NF5-01.0,75.44,60.94,60.64,0.12,0.5,4.0,10,122.41,-6.11,168.56,1.28,16.68,-6.9,0.726,0.9194,-6.31,79.33,81.54,74.55,68.93,79.38,0.64,0.73,0.61,3.7,2.22,3.57,4.7,0.0,80.0,75945.5,0.85,2.8,0.29,0.48,16.4,-3.62,0,10
NF5-02.0,78.84,59.72,74.47,0.08,0.4,11.0,15,135.18,-23.22,414.25,5.52,28.74,-6.93,0.679,0.7454,-2.32,86.35,87.31,83.04,76.57,96.91,0.71,0.75,0.7,2.3,1.96,3.82,2.43,14.43,84.3,60155.3,1.28,2.74,0.29,3.36,22.63,-3.67,0,10
NF5-03.1,89.42,79.56,100.0,0.11,0.28,4.0,7,139.6,-0.95,85.1,1.68,21.84,-7.05,0.634,0.7044,-3.32,92.1,93.24,89.88,83.99,96.91,0.81,0.82,0.78,1.35,1.27,1.8,1.55,76.29,78.3,97037.0,0.79,3.86,0.32,2.24,17.03,-3.75,1,10
NF5-04.0,84.4,69.13,96.81,0.11,0.42,6.5,12,125.96,-10.05,212.15,2.0,27.76,-7.04,0.648,0.683,-1.32,88.85,89.05,87.98,80.85,96.91,0.73,0.75,0.64,2.26,1.95,3.51,3.73,13.4,87.9,52004.9,0.67,1.87,0.27,1.28,24.32,-3.67,0,10
NF5-05.0,80.21,68.82,87.76,0.1,0.52,2.0,7,132.3,-7.95,83.28,3.92,32.79,-6.8,0.675,0.7057,-1.33,84.57,86.94,81.54,78.9,95.88,0.79,0.81,0.75,1.43,1.29,2.6,1.88,69.07,85.1,61722.5,0.67,2.13,0.28,4.16,31.73,-3.64,0,10
NF5-06.1,83.46,69.28,96.28,0.11,0.85,3.0,8,131.94,-7.01,148.59,4.48,24.7,-6.9,0.682,0.7845,-3.32,84.93,86.22,81.53,76.47,94.85,0.79,0.82,0.77,1.58,1.33,2.28,1.66,42.27,80.7,76927.1,1.14,2.99,0.29,5.76,20.5,-3.69,1,10
NF6-01.1,84.18,73.51,97.8,0.09,0.26,4.5,6,134.09,-7.6,115.83,1.44,21.62,-7.36,0.65,0.8739,-2.32,83.09,88.84,81.27,82.38,92.55,0.68,0.7,0.67,2.98,2.55,6.36,3.12,0.0,85.7,54243.2,0.47,2.26,0.22,0.64,21.34,-3.86,1,10
NF6-02.1,87.34,75.78,100.0,0.1,1.02,0.0,7,137.75,-3.44,90.05,2.0,20.21,-7.44,0.688,0.8897,-0.32,89.69,90.04,85.89,75.31,96.81,0.78,0.79,0.77,1.71,1.6,2.66,1.78,29.79,86.3,52906.9,0.61,2.03,0.24,0.96,13.39,-4.0,1,10
NF6-03.0,81.69,65.94,83.52,0.06,0.29,4.0,7,139.88,-6.15,106.28,1.2,20.93,-7.45,0.655,0.8463,-1.32,82.68,84.07,76.3,61.84,78.72,0.76,0.79,0.74,1.91,1.65,2.27,2.22,2.13,86.8,52702.9,0.8,2.03,0.26,2.72,20.54,-3.88,0,10
NF6-04.1,83.19,68.72,93.96,0.13,0.28,0.0,6,135.62,-1.75,5.64,0.48,20.4,-7.48,0.643,0.8847,-0.32,85.73,87.96,82.85,79.42,93.62,0.66,0.68,0.65,3.68,3.21,4.85,3.73,0.0,83.0,53800.7,0.81,2.26,0.23,0.48,21.92,-3.88,1,10
NF6-05.1,83.44,69.05,87.91,0.11,0.46,3.0,9,128.38,-7.22,269.11,1.6,19.58,-7.22,0.719,0.8879,-2.32,82.11,85.59,78.79,74.69,85.11,0.84,0.85,0.83,1.25,1.15,1.67,1.32,76.6,82.1,60029.1,0.98,2.35,0.25,1.12,16.11,-3.83,1,10
NF6-06.1,82.26,64.19,86.81,0.11,0.42,8.5,12,133.69,-11.85,265.18,1.52,16.55,-7.21,0.704,0.8444,-2.32,83.8,85.93,79.01,68.47,86.17,0.69,0.7,0.68,2.7,2.5,4.83,2.7,0.0,82.2,60973.0,0.68,2.28,0.25,1.92,18.94,-3.71,1,10
NF7-01.0,76.88,58.97,65.6,0.08,2.49,6.5,10,152.31,-13.64,129.4,2.4,29.7,-6.66,0.67,0.7607,-4.32,81.52,86.21,78.51,65.71,86.61,0.63,0.69,0.62,3.24,2.32,3.47,3.51,0.0,75.4,110873.5,0.58,3.31,0.28,3.04,32.92,-3.7,0,10
NF7-02.1,85.12,71.06,96.79,0.12,2.68,1.0,7,138.64,-7.65,157.08,1.76,20.0,-7.1,0.692,0.8692,-2.32,80.68,84.5,78.43,71.76,85.71,0.8,0.85,0.78,1.38,1.02,2.08,1.51,73.21,84.9,81070.7,0.54,2.54,0.29,5.92,25.74,-3.52,1,10
NF7-03.1,85.38,64.42,97.25,0.14,0.32,2.0,8,132.08,-0.82,32.8,1.68,20.7,-7.0,0.651,0.8817,-0.32,86.83,88.61,81.69,79.77,96.43,0.74,0.8,0.68,1.89,1.4,2.35,2.87,36.61,80.5,89489.2,0.55,3.12,0.27,0.8,18.46,-3.61,1,10
NF7-04.1,82.96,64.25,88.99,0.15,2.62,1.5,7,144.28,-3.69,92.49,2.4,28.53,-6.82,0.653,0.9257,-3.32,83.99,86.82,70.35,71.03,85.71,0.62,0.66,0.61,3.62,2.88,6.35,3.69,0.0,78.6,126262.9,0.73,3.33,0.28,2.08,31.04,-3.87,1,10
NF7-05.0,86.56,74.66,99.08,0.08,0.26,0.0,3,135.92,-0.0,0.0,1.76,21.23,-7.12,0.64,0.8157,-3.31,88.4,89.47,85.7,80.16,97.32,0.67,0.72,0.65,2.77,2.16,3.86,3.13,0.0,76.9,101367.4,0.53,2.69,0.26,2.4,21.55,-3.82,0,10
NF7-06.0,77.24,56.22,75.68,0.14,0.94,1.0,3,140.04,-4.79,40.49,5.2,28.62,-6.7,0.659,0.8592,-2.33,86.49,87.94,80.68,76.8,92.86,0.54,0.6,0.53,5.68,4.39,7.77,6.09,0.0,74.0,112919.3,0.75,3.31,0.29,3.84,26.27,-3.42,0,10
NF8-01.1,87.68,71.18,97.26,0.11,2.8,0.0,15,136.61,-1.12,47.68,2.4,31.46,-6.6,0.687,0.9197,-5.32,88.21,89.13,73.37,76.3,94.74,0.83,0.85,0.81,1.2,1.11,1.48,1.29,89.47,82.9,46876.6,0.65,1.84,0.31,3.04,27.32,-3.74,1,10
NF8-02.1,75.48,57.12,55.48,0.15,2.6,0.0,2,126.6,0.0,0.0,1.84,22.74,-6.42,0.658,0.8517,-3.32,71.25,91.07,69.41,85.89,32.89,0.61,0.62,0.6,4.54,4.39,8.23,4.54,0.0,82.9,46428.1,0.62,2.16,0.31,1.6,15.73,-3.64,1,10
NF8-03.0,87.82,73.66,97.94,0.04,0.22,3.0,4,136.79,-4.25,37.67,3.12,30.64,-7.38,0.638,0.8967,-2.32,91.3,91.79,75.38,84.37,96.05,0.76,0.86,0.73,1.84,1.05,1.23,2.36,34.21,83.2,46375.5,0.92,1.8,0.33,2.72,29.67,-3.84,0,10
NF8-04.1,69.15,51.84,13.02,0.44,2.42,0.0,58,124.02,0.0,0.0,2.96,28.14,-6.36,0.59,0.8509,0.67,70.94,88.05,63.09,83.31,30.26,0.75,0.75,0.73,2.18,2.02,3.97,2.14,18.42,83.4,49229.0,0.77,2.27,0.32,2.4,19.83,-3.72,1,10
NF8-05.1,88.46,68.74,97.26,0.12,0.44,2.0,6,137.94,-7.29,197.27,2.48,26.92,-7.2,0.584,0.8457,-1.32,89.21,90.0,65.13,74.79,93.42,0.86,0.88,0.84,1.02,0.92,1.24,1.13,96.05,79.9,49003.8,0.8,2.12,0.35,4.16,28.55,-3.51,1,10
NF8-06.1,87.81,66.18,95.89,0.1,0.34,2.0,12,139.66,-9.16,247.78,1.76,23.09,-7.37,0.629,0.9076,-3.32,89.23,92.17,79.17,79.8,92.11,0.76,0.82,0.71,2.02,1.38,1.86,2.6,30.26,85.5,43589.3,0.69,2.03,0.3,2.24,17.66,-3.92,1,10
NF8-07.0,62.16,34.5,1.37,0.23,8.12,4.0,57,123.4,-29.23,666.63,8.24,36.89,-5.9,0.585,0.8416,-0.32,88.77,91.41,86.14,80.73,96.05,0.79,0.8,0.76,1.6,1.52,2.11,1.87,35.53,74.7,56012.8,1.06,2.3,0.38,2.56,19.89,-3.59,0,10
NF8-08.0,61.77,43.42,2.74,0.11,8.84,3.5,14,129.74,-12.6,375.93,1.84,26.9,-6.38,0.665,0.9379,-7.32,87.15,89.05,65.09,74.64,94.74,0.63,0.64,0.63,3.76,3.64,4.66,3.76,0.0,71.9,67087.9,0.96,2.43,0.39,1.92,22.64,-3.56,0,10
NF8-09.0,89.48,76.12,99.32,0.1,0.3,0.0,11,118.77,-0.0,0.0,3.28,24.1,-7.13,0.618,0.8654,-1.33,90.39,91.71,75.58,85.06,96.05,0.71,0.72,0.7,2.44,2.39,4.4,2.67,0.0,67.4,70414.4,1.08,2.3,0.39,6.08,24.51,-3.65,0,10
NF8-10.0,88.41,79.04,100.0,0.09,0.28,5.5,10,112.68,-10.18,260.75,3.12,16.09,-6.9,0.653,0.88,-0.33,89.4,91.32,88.02,85.51,96.05,0.62,0.66,0.58,4.15,3.34,5.6,4.61,0.0,68.7,69881.2,1.13,2.35,0.42,4.0,16.59,-3.59,0,10
NF8-11.1,90.38,83.45,100.0,0.06,0.21,1.0,1,133.9,0.0,0.0,1.44,23.64,-7.1,0.639,0.9252,-4.32,90.31,91.81,89.05,87.42,96.05,0.79,0.81,0.78,1.49,1.39,1.69,1.62,40.79,72.2,64351.5,1.15,2.75,0.4,2.88,24.65,-3.65,1,10
NF8-12.0,76.46,55.89,65.07,0.16,2.33,1.0,4,124.84,-3.91,45.11,0.88,17.8,-6.25,0.677,0.924,-6.32,89.79,91.59,66.42,80.99,96.05,0.73,0.76,0.72,2.34,2.0,2.84,2.69,0.0,64.3,113395.7,1.37,3.85,0.42,1.44,15.43,-3.49,0,10
NT_1.1,87.59,70.41,97.86,0.09,0.34,4.0,8,141.99,-7.78,105.85,2.64,31.16,-7.06,0.903,0.7504,0.42,90.59,93.31,89.3,77.75,96.67,0.83,0.84,0.83,1.11,1.09,2.51,1.15,82.5,69.3,136058.1,3.2,3.73,0.52,2.24,37.67,-3.59,1,9
NT_10.1,89.18,69.41,97.33,0.13,0.56,6.5,19,135.03,-8.69,248.64,4.8,38.42,-7.03,0.848,0.9342,-1.58,88.01,90.62,86.03,68.65,91.04,0.81,0.83,0.81,1.34,1.25,2.58,1.35,65.67,74.4,136097.4,1.19,3.22,0.39,2.56,37.14,-3.54,1,9
NT_2.0,87.96,64.63,93.65,0.07,0.43,14.0,18,142.06,-13.56,448.32,4.96,50.68,-7.04,0.891,0.9437,2.41,90.73,92.05,90.04,72.8,94.57,0.88,0.89,0.87,0.83,0.8,1.45,0.88,96.9,75.5,128275.3,1.23,3.28,0.37,3.52,51.77,-3.64,0,9
NT_3.0,80.85,66.5,84.5,0.1,0.49,8.0,13,146.54,-16.46,471.04,3.2,46.44,-7.08,0.817,0.6924,2.42,84.51,90.88,82.92,73.91,86.36,0.77,0.78,0.76,1.61,1.52,2.73,1.67,51.52,75.1,123321.4,0.96,2.71,0.36,2.08,44.84,-3.61,0,9
NT_4.0,82.0,57.11,76.64,0.15,0.46,5.0,6,150.5,-13.74,267.3,4.48,68.26,-6.54,0.757,0.5902,2.41,87.2,90.8,84.4,71.59,88.8,0.79,0.81,0.78,1.45,1.27,4.34,1.52,66.4,73.9,121104.5,1.28,3.21,0.38,4.16,60.5,-3.52,0,9
NT_5.0,83.74,60.01,84.65,0.15,1.25,8.5,20,139.46,-15.12,299.82,5.12,55.4,-6.66,0.842,0.9105,1.41,85.61,87.67,84.19,64.2,90.0,0.79,0.81,0.79,1.5,1.34,4.22,1.52,61.54,73.4,127689.9,1.59,3.33,0.39,3.04,46.76,-3.55,0,9
NT_6.0,78.94,49.42,66.67,0.15,2.44,15.5,17,147.91,-23.77,833.03,13.44,81.26,-6.72,0.88,0.8101,3.41,80.93,82.67,79.3,60.87,75.0,0.78,0.79,0.77,1.53,1.43,3.99,1.67,59.85,66.6,179947.1,2.66,3.47,0.55,7.04,82.43,-3.63,0,9
NT_7.0,77.62,38.8,62.31,0.31,1.44,17.5,26,156.53,-50.44,1105.24,8.72,81.88,-7.07,0.693,0.7315,2.42,84.42,91.42,81.73,76.16,79.7,0.76,0.77,0.76,1.66,1.6,4.42,1.69,55.64,70.8,166525.4,1.38,3.32,0.39,6.24,73.7,-3.75,0,9
NT_8.1,91.43,72.14,98.38,0.06,0.6,8.0,17,145.8,-12.82,413.65,8.16,46.02,-7.13,0.729,0.6942,3.41,90.71,93.49,88.42,74.1,92.86,0.83,0.85,0.83,1.17,1.07,2.49,1.18,79.37,76.3,111343.3,1.52,2.95,0.35,3.84,45.34,-3.72,1,9
NT_9.1,86.02,62.26,85.54,0.08,0.73,5.5,14,145.26,-7.09,268.92,0.96,38.31,-7.08,0.829,0.6725,0.41,84.89,87.34,83.13,70.49,87.1,0.87,0.87,0.87,0.91,0.88,2.02,0.93,94.35,75.8,103192.4,1.58,2.9,0.37,1.6,51.86,-3.7,1,9
P12_charge.0,54.91,44.5,0.0,0.25,2.64,10.5,14,119.72,-20.34,526.58,3.36,29.0,-5.64,0.347,0.5504,5.61,62.95,64.9,57.43,45.59,0.0,0.77,0.78,0.75,1.43,1.33,1.74,1.52,63.01,59.1,85544.9,2.0,3.12,0.46,5.92,63.09,-2.88,0,6
P1_charge.0,55.24,36.55,0.0,0.25,1.9,4.0,16,117.6,-7.77,295.67,2.64,38.63,-5.22,0.303,0.425,14.55,56.19,65.07,36.48,51.31,0.0,0.54,0.56,0.53,4.13,3.91,8.37,4.54,0.0,40.9,191554.5,1.94,4.16,0.58,0.96,41.52,-2.67,0,6
P1_thr3.0,79.92,55.92,81.41,0.17,3.38,8.5,13,135.62,-17.42,491.97,5.6,50.78,-6.05,0.27,0.389,6.49,75.47,76.53,68.66,54.2,48.15,0.75,0.78,0.71,1.56,1.32,1.87,1.94,37.04,36.2,288189.5,1.73,3.53,0.53,4.48,49.78,-2.96,0,6
P6_charge.0,73.1,61.02,39.02,0.13,3.58,37.0,42,132.23,-102.26,2418.61,100.64,87.96,-5.28,0.28,0.4206,14.6,67.7,70.72,54.25,52.36,4.71,0.71,0.77,0.69,1.85,1.37,2.43,2.06,12.94,52.7,126841.3,1.75,3.53,0.49,100.48,102.35,-2.53,0,6
P6_diverse.0,71.76,52.33,41.46,0.19,4.73,1.0,8,136.57,-7.75,195.24,1.68,33.28,-5.9,0.321,0.5392,3.49,65.17,68.65,62.57,49.17,4.71,0.73,0.73,0.73,1.88,1.84,4.47,1.9,43.53,64.9,83667.5,2.28,2.57,0.57,1.12,51.88,-2.96,0,6
P6_helix.0,59.11,31.66,6.38,0.24,9.6,34.0,40,107.86,-95.56,2624.23,100.88,93.87,-5.16,0.502,0.6919,4.62,61.81,63.21,57.85,35.66,21.65,0.66,0.71,0.64,2.51,1.96,3.24,2.83,16.49,51.4,289818.4,3.49,5.01,0.77,4.16,62.97,-2.59,0,6
P6_negative.0,60.27,41.44,0.0,0.3,2.83,2.5,32,96.21,-7.01,150.82,2.8,28.18,-5.22,0.791,0.7787,-15.41,57.97,58.65,55.15,45.01,0.0,0.74,0.76,0.72,1.66,1.55,2.96,1.8,40.0,20.9,457280.1,4.45,5.37,1.21,0.48,25.97,-2.67,0,6
P6_normal.0,68.76,38.32,32.32,1.2,7.19,4.0,8,102.26,-21.21,276.5,21.36,62.48,-5.28,0.444,0.5709,3.54,91.2,93.59,84.15,89.14,96.47,0.71,0.75,0.7,1.9,1.54,2.68,2.0,25.88,39.5,305302.9,2.08,5.28,0.46,104.16,83.74,-2.7,0,6
P6_positive.0,54.86,34.21,0.0,0.36,2.37,3.5,14,112.52,-6.84,276.82,11.12,42.54,-5.66,0.434,0.6497,19.48,53.88,56.27,51.1,32.91,0.0,0.68,0.69,0.67,2.21,1.98,3.09,2.28,0.0,51.9,155604.3,1.13,3.31,0.42,8.32,50.45,-2.73,0,6
P6_thr3.0,79.7,46.76,73.78,0.28,0.7,9.0,11,93.6,-35.72,555.87,101.12,88.84,-5.25,0.407,0.6141,9.6,85.2,92.4,55.29,85.81,96.47,0.66,0.68,0.64,2.4,2.23,3.99,2.62,0.0,34.4,244956.9,1.06,3.65,0.44,102.08,93.29,-2.49,0,6
P8_alt_layers.0,64.0,42.56,1.28,0.21,8.83,13.5,41,100.79,-22.15,747.76,3.28,31.82,-5.46,0.406,0.7229,-0.45,66.2,85.24,52.9,75.26,2.47,0.73,0.74,0.73,1.72,1.69,3.42,1.79,39.51,53.2,172792.9,1.44,4.3,0.41,41.6,91.14,-2.49,0,6
P8_hydro.0,49.8,38.37,0.0,1.02,8.48,2.0,6,101.32,0.0,0.0,5.2,56.97,-4.71,0.313,0.4889,8.38,52.62,85.16,42.45,69.18,0.0,0.64,0.69,0.6,2.57,2.13,3.4,3.06,0.0,42.4,196206.4,1.37,3.23,0.6,100.16,123.83,-2.5,0,6
P8_neg_ssbond.0,67.4,51.15,17.47,0.18,1.88,9.5,43,108.97,-18.85,388.75,3.28,37.2,-5.52,0.624,0.4788,-20.44,65.32,66.48,61.88,53.88,0.0,0.72,0.73,0.71,1.7,1.62,2.85,1.8,30.23,37.9,321579.0,2.56,4.39,0.7,0.8,25.73,-2.67,0,6
P8_normal_1.0,66.44,41.1,25.0,0.34,3.81,2.5,28,92.83,-17.69,440.86,1.44,26.82,-5.43,0.438,0.8468,0.62,67.47,72.41,57.87,50.89,27.16,0.69,0.71,0.67,2.2,2.03,3.75,2.36,13.58,35.7,231887.8,3.65,4.01,0.69,0.32,37.62,-2.67,0,6
P8_normal_2.0,60.88,44.28,0.0,0.2,9.49,5.0,11,127.0,-10.57,334.93,4.32,42.4,-5.98,0.319,0.664,1.61,88.51,91.51,73.91,79.0,93.75,0.65,0.73,0.61,2.61,1.82,3.53,3.23,1.25,45.0,200676.1,2.61,3.35,0.45,103.2,105.31,-2.68,0,6
P8_pos_ssbond.0,77.61,68.43,68.67,0.15,2.18,4.0,7,123.2,-7.28,98.93,1.68,31.35,-5.95,0.335,0.4352,20.55,78.86,79.26,70.85,52.73,76.74,0.82,0.83,0.81,1.08,1.01,1.56,1.11,86.05,50.0,204824.2,2.97,4.29,0.61,2.56,39.34,-3.08,0,6
P8_positive.0,73.17,59.39,41.56,0.18,9.25,4.5,6,118.98,-4.63,24.83,1.44,30.8,-6.11,0.368,0.5137,16.54,91.11,93.05,63.48,85.53,96.25,0.73,0.75,0.72,1.83,1.61,2.88,1.85,28.75,57.7,128034.2,0.72,3.5,0.36,32.64,82.68,-2.71,0,6
P8_ssbond_normal.0,59.28,42.11,4.88,0.17,1.86,4.5,9,102.67,-7.05,245.04,1.44,26.56,-5.76,0.448,0.7778,-1.41,73.59,78.04,72.7,66.22,38.82,0.77,0.8,0.76,1.38,1.25,2.22,1.49,67.06,50.9,162177.1,2.99,3.57,0.52,2.72,32.7,-3.04,0,6
P8_thr3.0,73.19,54.13,46.16,0.16,1.23,29.0,33,120.28,-117.3,2364.17,74.08,91.14,-5.23,0.276,0.5599,7.6,93.84,94.22,90.37,75.47,95.06,0.76,0.77,0.75,1.49,1.42,2.51,1.62,56.79,49.7,172732.9,2.4,3.86,0.47,102.08,109.4,-2.69,0,6
RO1_1.1,89.3,81.86,100.0,0.06,0.28,0.0,3,152.98,-6.56,63.33,3.76,22.38,-7.22,0.717,0.7846,-2.33,88.78,91.51,84.28,82.77,96.59,0.78,0.81,0.77,1.49,1.24,1.74,1.51,51.14,67.0,138196.5,1.45,3.19,0.35,1.44,27.53,-3.86,1,9
RO1_10.0,90.92,80.76,100.0,0.04,0.6,3.0,7,162.16,-3.7,160.58,4.8,37.11,-7.41,0.681,0.6925,-3.69,88.98,89.64,86.03,72.98,95.6,0.89,0.9,0.89,0.8,0.78,1.19,0.81,96.7,79.5,68378.9,1.61,2.68,0.3,3.2,44.98,-3.92,0,9
RO1_2.1,89.47,82.6,100.0,0.05,0.28,3.0,7,146.86,-0.28,25.11,4.32,19.96,-7.44,0.746,0.8169,-2.32,89.91,91.18,86.95,85.66,96.81,0.89,0.89,0.89,0.8,0.8,1.11,0.83,96.81,76.4,85780.6,0.68,2.57,0.28,6.56,21.71,-3.81,1,9
RO1_3.0,86.59,75.92,100.0,0.09,0.62,1.0,6,150.74,0.0,0.0,4.48,21.46,-7.36,0.759,0.7892,-2.7,88.53,89.26,85.01,76.92,96.7,0.89,0.9,0.89,0.82,0.8,1.06,0.82,96.7,73.3,85266.4,0.83,2.84,0.3,3.04,27.86,-3.79,0,9
RO1_4.0,91.3,82.62,100.0,0.05,0.36,2.0,5,151.82,-2.37,8.2,4.4,23.1,-7.55,0.768,0.8342,-3.32,90.55,92.67,87.0,82.25,96.81,0.9,0.9,0.89,0.8,0.78,1.34,0.81,96.81,82.0,92908.1,0.81,2.37,0.28,3.68,28.51,-3.95,0,9
RO1_5.1,90.6,73.96,98.26,0.07,0.74,2.5,3,147.62,-1.73,86.87,3.2,23.92,-7.14,0.734,0.7357,-3.7,86.4,90.74,71.86,74.74,93.26,0.82,0.82,0.82,1.18,1.13,1.44,1.18,94.38,70.5,90248.3,0.99,2.45,0.34,2.56,23.75,-3.81,1,9
RO1_6.0,91.95,86.44,100.0,0.04,0.24,1.5,6,154.05,-4.76,65.37,10.56,27.18,-7.28,0.933,0.739,-2.33,93.36,95.66,92.84,92.0,96.84,0.87,0.87,0.87,0.91,0.9,1.17,0.92,96.84,79.5,192658.7,1.14,4.39,0.28,8.16,28.18,-3.83,0,9
RO1_7.0,87.58,75.85,100.0,0.07,0.33,1.0,3,144.04,-0.0,0.0,4.64,27.33,-7.37,0.914,0.7211,0.3,86.17,90.03,82.35,80.12,95.96,0.86,0.87,0.85,0.96,0.93,1.24,0.98,96.97,79.8,99316.9,0.78,2.35,0.27,5.28,26.68,-3.81,0,9
RO1_8.1,86.5,61.2,91.28,0.06,0.64,7.5,14,141.1,-11.05,371.87,3.76,32.86,-6.92,0.687,0.644,-4.69,87.06,89.32,83.85,70.7,89.89,0.83,0.84,0.82,1.14,1.08,1.28,1.14,96.63,69.2,88260.2,1.76,2.92,0.35,2.56,32.01,-3.7,1,9
RO1_9.1,82.06,61.01,84.83,0.06,0.8,2.0,7,141.93,-4.09,79.45,2.88,24.01,-7.2,0.704,0.7625,-1.69,87.01,88.9,85.23,66.98,91.3,0.84,0.86,0.84,1.06,0.99,1.4,1.06,96.74,70.4,102988.5,0.98,2.94,0.36,3.68,27.3,-3.63,1,9
RO2_1.1,80.51,51.02,72.96,0.16,0.43,1.0,3,140.77,-7.76,133.5,5.04,30.01,-6.91,0.763,0.5686,0.68,83.26,84.24,81.31,52.08,76.24,0.85,0.86,0.84,1.04,0.99,1.46,1.05,93.07,71.7,104194.3,1.35,3.01,0.38,4.0,36.29,-3.7,1,9
RO2_10.1,94.08,83.26,100.0,0.05,0.2,1.0,3,151.78,-2.5,18.2,3.76,17.69,-7.68,0.766,0.6553,1.67,91.67,94.0,88.69,82.16,96.84,0.88,0.88,0.87,0.9,0.87,1.14,0.9,96.84,79.2,63368.8,0.97,2.62,0.29,5.92,18.86,-4.06,1,9
RO2_11.0,93.49,81.36,100.0,0.05,0.18,0.0,2,158.31,-5.94,6.93,6.4,31.23,-7.63,0.687,0.5614,0.36,92.78,94.81,91.47,84.8,97.14,0.83,0.85,0.8,1.13,0.99,1.52,1.31,90.48,73.1,90356.5,1.04,2.73,0.34,8.48,24.79,-3.99,0,9
RO2_12.0,86.12,71.06,95.46,0.08,2.02,2.0,3,145.79,-10.13,260.01,11.28,37.53,-6.98,0.693,0.6678,3.35,85.9,88.72,63.98,67.86,93.14,0.86,0.87,0.85,1.0,0.92,1.32,1.03,97.06,76.5,96120.7,1.05,2.96,0.33,9.28,33.54,-3.85,0,9
RO2_13.0,89.6,62.31,93.63,0.12,0.66,0.0,3,150.18,0.0,0.0,5.92,29.03,-7.34,0.744,0.69,0.76,86.09,88.88,83.03,63.11,91.43,0.87,0.88,0.86,0.94,0.86,1.5,0.94,93.33,75.4,86406.1,1.13,2.73,0.34,8.48,24.78,-3.74,0,9
RO2_14.0,86.34,52.0,90.62,0.43,0.8,2.0,5,150.58,-3.96,11.02,6.4,32.2,-7.01,0.684,0.5996,3.66,86.22,87.87,82.88,54.92,87.88,0.83,0.83,0.82,1.12,1.1,2.36,1.17,88.89,68.5,124958.6,1.45,3.52,0.38,21.76,37.2,-3.72,0,9
RO2_15.1,90.26,75.48,100.0,0.06,0.29,1.0,1,156.26,-1.28,67.64,6.0,29.95,-7.6,0.739,0.5386,1.67,87.91,89.62,86.48,72.45,96.08,0.88,0.88,0.87,0.9,0.85,1.23,0.94,97.06,67.2,173836.2,3.64,4.34,0.58,5.44,35.49,-3.89,1,9
RO2_16.0,87.32,63.18,93.68,0.06,0.27,0.0,0,150.51,0.0,0.0,7.6,24.41,-7.48,0.701,0.6601,1.29,86.9,88.99,83.36,69.49,88.78,0.78,0.79,0.77,1.54,1.44,2.02,1.62,38.78,80.4,66388.8,0.91,2.21,0.33,8.96,28.88,-3.8,0,9
